flow_idx,first_seen,device_ip,remote_ip,ip_protocol,device_port,remote_port,direction,device_initiated,tcp_initiated_by_device,runtime_ace
113,2016-11-22 08:33:44.480396,192.168.1.230,52.4.117.212,6,44964,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
114,2016-11-22 08:34:45.417351,192.168.1.230,52.21.111.134,6,41586,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
115,2016-11-22 08:35:46.434901,192.168.1.230,52.71.65.22,6,38803,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
116,2016-11-22 08:36:47.465056,192.168.1.230,52.3.166.36,6,54554,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
117,2016-11-22 08:37:48.375375,192.168.1.230,52.21.111.134,6,41589,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
118,2016-11-22 08:38:49.573647,192.168.1.230,52.71.65.22,6,38806,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
119,2016-11-22 08:39:50.729218,192.168.1.230,52.3.166.36,6,54557,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
120,2016-11-22 08:40:51.769021,192.168.1.230,52.3.166.36,6,54558,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
121,2016-11-22 08:41:52.767214,192.168.1.230,52.1.194.73,6,48375,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
122,2016-11-22 08:42:29.281333,192.168.1.230,52.54.222.58,6,36556,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
123,2016-11-22 08:42:33.283048,192.168.1.230,54.152.82.7,6,51858,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
124,2016-11-22 08:42:53.720046,192.168.1.230,52.71.65.22,6,38811,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
125,2016-11-22 08:43:54.772631,192.168.1.230,52.6.77.172,6,50682,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
126,2016-11-22 08:44:55.366506,192.168.1.230,52.4.117.212,6,44976,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
127,2016-11-22 08:45:56.481637,192.168.1.230,52.3.166.36,6,54564,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
128,2016-11-22 08:46:05.452722,192.168.1.230,54.152.82.7,6,51858,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
129,2016-11-22 08:46:05.730532,192.168.1.230,52.22.135.180,6,43838,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
130,2016-11-22 08:47:01.015931,192.168.1.230,52.4.117.212,6,44979,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
131,2016-11-22 08:48:02.38399,192.168.1.230,52.4.117.212,6,44980,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
132,2016-11-22 08:48:04.596362,192.168.1.230,52.73.60.46,6,42168,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
133,2016-11-22 08:49:03.689699,192.168.1.230,52.6.77.172,6,50689,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
134,2016-11-22 08:50:05.100271,192.168.1.230,52.4.117.212,6,44983,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
135,2016-11-22 08:51:06.195389,192.168.1.230,52.1.194.73,6,48387,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
136,2016-11-22 08:52:07.319946,192.168.1.230,52.71.65.22,6,38822,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
137,2016-11-22 08:53:07.295344,192.168.1.230,52.3.22.97,6,58413,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
138,2016-11-22 08:53:08.718308,192.168.1.230,52.3.166.36,6,54574,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
139,2016-11-22 08:54:10.034907,192.168.1.230,52.3.166.36,6,54575,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
140,2016-11-22 08:55:11.027674,192.168.1.230,52.71.65.22,6,38826,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
141,2016-11-22 08:56:12.17282,192.168.1.230,52.3.166.36,6,54577,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
142,2016-11-22 08:57:13.258751,192.168.1.230,52.21.111.134,6,41612,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
143,2016-11-22 08:58:14.599052,192.168.1.230,52.1.194.73,6,48395,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
144,2016-11-22 08:59:15.117016,192.168.1.230,52.6.77.172,6,50700,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
145,2016-11-22 08:59:47.767945,192.168.1.230,54.173.251.65,6,53579,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
146,2016-11-22 09:00:16.53232,192.168.1.230,52.71.65.22,6,38832,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
147,2016-11-22 09:01:17.597963,192.168.1.230,52.71.65.22,6,38833,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
148,2016-11-22 09:02:18.812589,192.168.1.230,52.4.117.212,6,44997,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
149,2016-11-22 09:03:19.931622,192.168.1.230,52.4.117.212,6,44998,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
150,2016-11-22 09:04:21.070949,192.168.1.230,52.3.166.36,6,54586,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
151,2016-11-22 09:05:22.070784,192.168.1.230,52.1.194.73,6,48403,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
152,2016-11-22 09:05:33.718874,192.168.1.230,54.173.251.65,6,53579,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
153,2016-11-22 09:05:37.414828,192.168.1.230,52.0.237.213,6,36847,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
154,2016-11-22 09:06:22.646323,192.168.1.230,52.21.111.134,6,41623,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
155,2016-11-22 09:07:23.606352,192.168.1.230,52.71.65.22,6,38840,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
156,2016-11-22 09:08:25.007559,192.168.1.230,52.4.117.212,6,45004,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:b.canaryis.com dst-port:443
157,2016-11-22 09:09:00.674838,192.168.1.230,52.0.237.213,6,36847,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
158,2016-11-22 09:09:04.28421,192.168.1.230,52.73.60.46,6,42168,443,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:i.canaryis.com dst-port:443
