flow_idx,first_seen,device_ip,remote_ip,ip_protocol,device_port,remote_port,direction,device_initiated,tcp_initiated_by_device,runtime_ace
12,2016-09-22 19:50:50.839571,192.168.1.166,89.30.121.150,6,34367,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
13,2016-09-22 19:51:35.653653,192.168.1.166,192.168.1.1,17,59746,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
14,2016-09-22 19:51:36.210225,192.168.1.166,89.30.121.150,6,34368,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
15,2016-09-22 20:01:37.373273,192.168.1.166,192.168.1.1,17,45689,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
16,2016-09-22 20:01:37.93598,192.168.1.166,89.30.121.150,6,58488,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
17,2016-09-22 20:01:53.338009,192.168.1.166,192.168.1.1,17,37705,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
18,2016-09-22 20:01:53.616293,192.168.1.166,89.30.121.150,6,58489,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
19,2016-09-22 20:04:28.851264,192.168.1.166,192.168.1.1,17,44427,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
20,2016-09-22 20:04:29.129481,192.168.1.166,89.30.121.150,6,34640,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
21,2016-09-22 20:11:39.146909,192.168.1.166,192.168.1.1,17,40245,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
22,2016-09-22 20:11:39.71029,192.168.1.166,89.30.121.150,6,45970,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
23,2016-09-22 20:21:07.482504,192.168.1.166,192.168.1.1,17,33648,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
24,2016-09-22 20:21:07.761177,192.168.1.166,89.30.121.150,6,56554,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
25,2016-09-22 20:21:40.889074,192.168.1.166,192.168.1.1,17,43871,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
26,2016-09-22 20:21:41.608739,192.168.1.166,89.30.121.150,6,56555,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
27,2016-09-22 20:31:42.774814,192.168.1.166,192.168.1.1,17,59789,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
28,2016-09-22 20:31:43.33845,192.168.1.166,89.30.121.150,6,40591,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
29,2016-09-22 20:41:44.516642,192.168.1.166,192.168.1.1,17,43162,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
30,2016-09-22 20:41:45.07961,192.168.1.166,89.30.121.150,6,33306,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
31,2016-09-22 20:44:09.028049,192.168.1.166,192.168.1.1,17,33185,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
32,2016-09-22 20:44:09.306529,192.168.1.166,89.30.121.150,6,57839,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
33,2016-09-22 20:44:09.60214,192.168.1.166,192.168.1.1,17,52913,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
34,2016-09-22 20:44:09.880539,192.168.1.166,89.30.121.150,6,57840,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
35,2016-09-22 20:45:10.368926,192.168.1.166,192.168.1.1,17,40731,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
36,2016-09-22 20:45:10.647637,192.168.1.166,89.30.121.150,6,57841,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
37,2016-09-22 20:51:24.35604,192.168.1.166,192.168.1.1,17,51014,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
38,2016-09-22 20:51:24.631402,192.168.1.166,89.30.121.150,6,37922,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
39,2016-09-22 20:51:46.259672,192.168.1.166,192.168.1.1,17,53628,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
40,2016-09-22 20:51:46.831638,192.168.1.166,89.30.121.150,6,37923,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
41,2016-09-22 20:53:08.664147,192.168.1.166,192.168.1.1,17,34585,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
42,2016-09-22 20:53:08.939172,192.168.1.166,89.30.121.150,6,44059,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
43,2016-09-22 21:01:47.976381,192.168.1.166,192.168.1.1,17,55673,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
44,2016-09-22 21:01:48.532847,192.168.1.166,89.30.121.150,6,53899,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
45,2016-09-22 21:04:29.748527,192.168.1.166,192.168.1.1,17,52008,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
46,2016-09-22 21:04:30.028686,192.168.1.166,89.30.121.150,6,47916,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
47,2016-09-22 21:11:49.678649,192.168.1.166,192.168.1.1,17,60098,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
48,2016-09-22 21:11:50.242288,192.168.1.166,89.30.121.150,6,46039,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
49,2016-09-22 21:17:56.496762,192.168.1.166,192.168.1.1,17,44563,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
50,2016-09-22 21:17:56.77517,192.168.1.166,89.30.121.150,6,45194,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
51,2016-09-22 21:17:57.068394,192.168.1.166,192.168.1.1,17,36848,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
52,2016-09-22 21:17:57.34664,192.168.1.166,89.30.121.150,6,45195,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
53,2016-09-22 21:17:57.689722,192.168.1.166,192.168.1.1,17,53428,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
54,2016-09-22 21:17:57.968042,192.168.1.166,89.30.121.150,6,45196,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
55,2016-09-22 21:21:41.237228,192.168.1.166,192.168.1.1,17,43336,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
56,2016-09-22 21:21:41.51281,192.168.1.166,89.30.121.150,6,45197,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
57,2016-09-22 21:21:51.393192,192.168.1.166,192.168.1.1,17,54411,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
58,2016-09-22 21:21:51.949568,192.168.1.166,89.30.121.150,6,45198,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
59,2016-09-22 21:31:53.141654,192.168.1.166,192.168.1.1,17,40861,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
60,2016-09-22 21:31:53.858371,192.168.1.166,89.30.121.150,6,40663,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
61,2016-09-22 21:41:10.167843,192.168.1.166,192.168.1.1,17,53785,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
62,2016-09-22 21:41:10.443317,192.168.1.166,89.30.121.150,6,40679,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
63,2016-09-22 21:41:10.73754,192.168.1.166,192.168.1.1,17,40552,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
64,2016-09-22 21:41:11.013315,192.168.1.166,89.30.121.150,6,40680,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
65,2016-09-22 21:41:55.037699,192.168.1.166,192.168.1.1,17,56357,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
66,2016-09-22 21:41:55.756112,192.168.1.166,89.30.121.150,6,40681,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
67,2016-09-22 21:42:11.521442,192.168.1.166,192.168.1.1,17,53732,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
68,2016-09-22 21:42:11.796661,192.168.1.166,89.30.121.150,6,40682,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
69,2016-09-22 21:51:56.929956,192.168.1.166,192.168.1.1,17,57939,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
70,2016-09-22 21:51:57.512216,192.168.1.166,89.30.121.150,6,60801,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
71,2016-09-22 21:51:58.09849,192.168.1.166,192.168.1.1,17,47014,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
72,2016-09-22 21:51:58.376702,192.168.1.166,89.30.121.150,6,60802,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
73,2016-09-22 22:01:58.670888,192.168.1.166,192.168.1.1,17,49828,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
74,2016-09-22 22:01:59.233939,192.168.1.166,89.30.121.150,6,50219,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
75,2016-09-22 22:04:30.637723,192.168.1.166,192.168.1.1,17,47926,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
76,2016-09-22 22:04:30.914045,192.168.1.166,89.30.121.150,6,34236,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
77,2016-09-22 22:12:00.406501,192.168.1.166,192.168.1.1,17,33409,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
78,2016-09-22 22:12:00.965844,192.168.1.166,89.30.121.150,6,34163,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
79,2016-09-22 22:22:02.126145,192.168.1.166,192.168.1.1,17,54847,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
80,2016-09-22 22:22:02.689236,192.168.1.166,89.30.121.150,6,34781,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
81,2016-09-22 22:22:14.895802,192.168.1.166,192.168.1.1,17,54949,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
82,2016-09-22 22:22:15.173964,192.168.1.166,89.30.121.150,6,34782,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
83,2016-09-22 22:32:03.863972,192.168.1.166,192.168.1.1,17,44191,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
84,2016-09-22 22:32:04.145716,192.168.1.166,89.30.121.150,6,57300,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
85,2016-09-22 22:38:11.298811,192.168.1.166,192.168.1.1,17,44345,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
86,2016-09-22 22:38:11.861177,192.168.1.166,89.30.121.150,6,36966,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
87,2016-09-22 22:38:12.159672,192.168.1.166,192.168.1.1,17,47093,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
88,2016-09-22 22:38:12.434758,192.168.1.166,89.30.121.150,6,36967,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
89,2016-09-22 22:39:12.877456,192.168.1.166,192.168.1.1,17,59783,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
90,2016-09-22 22:39:13.153309,192.168.1.166,89.30.121.150,6,36968,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
91,2016-09-22 22:42:05.336912,192.168.1.166,192.168.1.1,17,54478,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
92,2016-09-22 22:42:05.612122,192.168.1.166,89.30.121.150,6,36969,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
93,2016-09-22 22:52:06.754466,192.168.1.166,192.168.1.1,17,53806,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
94,2016-09-22 22:52:07.460636,192.168.1.166,89.30.121.150,6,57879,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
95,2016-09-22 22:52:31.802277,192.168.1.166,192.168.1.1,17,44113,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
96,2016-09-22 22:52:32.077473,192.168.1.166,89.30.121.150,6,46861,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
97,2016-09-22 23:02:08.593526,192.168.1.166,192.168.1.1,17,50399,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
98,2016-09-22 23:02:09.155991,192.168.1.166,89.30.121.150,6,42890,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
99,2016-09-22 23:04:31.575287,192.168.1.166,192.168.1.1,17,55233,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
100,2016-09-22 23:04:31.854936,192.168.1.166,89.30.121.150,6,51151,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
101,2016-09-22 23:12:10.311802,192.168.1.166,192.168.1.1,17,41382,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
102,2016-09-22 23:12:10.87458,192.168.1.166,89.30.121.150,6,59668,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
103,2016-09-22 23:18:00.695652,192.168.1.166,192.168.1.1,17,35187,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
104,2016-09-22 23:18:00.974067,192.168.1.166,89.30.121.150,6,56385,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
105,2016-09-22 23:18:01.280223,192.168.1.166,192.168.1.1,17,46382,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
106,2016-09-22 23:18:01.558215,192.168.1.166,89.30.121.150,6,56386,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
107,2016-09-22 23:18:01.935237,192.168.1.166,192.168.1.1,17,49757,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
108,2016-09-22 23:18:02.215288,192.168.1.166,89.30.121.150,6,56387,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
109,2016-09-22 23:22:12.019526,192.168.1.166,192.168.1.1,17,55440,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
110,2016-09-22 23:22:12.582048,192.168.1.166,89.30.121.150,6,56388,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
111,2016-09-22 23:22:48.736474,192.168.1.166,192.168.1.1,17,54964,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
112,2016-09-22 23:22:49.014699,192.168.1.166,89.30.121.150,6,36067,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
113,2016-09-22 23:32:13.74656,192.168.1.166,192.168.1.1,17,46400,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
114,2016-09-22 23:32:14.313014,192.168.1.166,89.30.121.150,6,33402,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
115,2016-09-22 23:35:12.615748,192.168.1.166,192.168.1.1,17,60109,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
116,2016-09-22 23:35:12.894198,192.168.1.166,89.30.121.150,6,52465,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
117,2016-09-22 23:35:13.194383,192.168.1.166,192.168.1.1,17,34717,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
118,2016-09-22 23:35:13.47281,192.168.1.166,89.30.121.150,6,52466,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
119,2016-09-22 23:36:13.87298,192.168.1.166,192.168.1.1,17,49821,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
120,2016-09-22 23:36:14.151121,192.168.1.166,89.30.121.150,6,52467,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
121,2016-09-22 23:42:08.463071,192.168.1.166,192.168.1.1,17,44050,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
122,2016-09-22 23:42:08.741965,192.168.1.166,89.30.121.150,6,55298,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
123,2016-09-22 23:42:15.470915,192.168.1.166,192.168.1.1,17,45419,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
124,2016-09-22 23:42:16.034722,192.168.1.166,89.30.121.150,6,55299,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
125,2016-09-22 23:52:17.184978,192.168.1.166,192.168.1.1,17,51287,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
126,2016-09-22 23:52:17.741444,192.168.1.166,89.30.121.150,6,40744,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
127,2016-09-22 23:53:05.557592,192.168.1.166,192.168.1.1,17,55129,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
128,2016-09-22 23:53:05.840229,192.168.1.166,89.30.121.150,6,40810,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
129,2016-09-23 00:02:18.880063,192.168.1.166,192.168.1.1,17,43611,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
130,2016-09-23 00:02:19.442881,192.168.1.166,89.30.121.150,6,44781,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
131,2016-09-23 00:04:32.468407,192.168.1.166,192.168.1.1,17,38802,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
132,2016-09-23 00:04:32.746641,192.168.1.166,89.30.121.150,6,38762,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
133,2016-09-23 00:08:01.841337,192.168.1.166,192.168.1.1,17,68,67,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:67
134,2016-09-23 00:12:20.641664,192.168.1.166,192.168.1.1,17,49910,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
135,2016-09-23 00:12:21.20503,192.168.1.166,89.30.121.150,6,59168,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
136,2016-09-23 00:22:22.361229,192.168.1.166,192.168.1.1,17,40252,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
137,2016-09-23 00:22:23.075026,192.168.1.166,89.30.121.150,6,44519,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
138,2016-09-23 00:23:22.475211,192.168.1.166,192.168.1.1,17,35037,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
139,2016-09-23 00:23:22.750289,192.168.1.166,89.30.121.150,6,47462,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
140,2016-09-23 00:32:13.58447,192.168.1.166,192.168.1.1,17,37044,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
141,2016-09-23 00:32:13.862744,192.168.1.166,89.30.121.150,6,42554,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
142,2016-09-23 00:32:14.159279,192.168.1.166,192.168.1.1,17,35842,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
143,2016-09-23 00:32:14.437475,192.168.1.166,89.30.121.150,6,42555,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
144,2016-09-23 00:32:24.211395,192.168.1.166,192.168.1.1,17,45758,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
145,2016-09-23 00:32:24.792511,192.168.1.166,89.30.121.150,6,42556,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
146,2016-09-23 00:33:14.819456,192.168.1.166,192.168.1.1,17,37522,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
147,2016-09-23 00:33:15.097891,192.168.1.166,89.30.121.150,6,44752,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
148,2016-09-23 00:42:25.934645,192.168.1.166,192.168.1.1,17,47093,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
149,2016-09-23 00:42:26.50925,192.168.1.166,89.30.121.150,6,58387,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
150,2016-09-23 00:52:27.700469,192.168.1.166,192.168.1.1,17,49609,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
151,2016-09-23 00:52:28.258043,192.168.1.166,89.30.121.150,6,40118,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
152,2016-09-23 00:53:39.087455,192.168.1.166,192.168.1.1,17,49075,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
153,2016-09-23 00:53:39.362895,192.168.1.166,89.30.121.150,6,40119,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
154,2016-09-23 01:02:29.440531,192.168.1.166,192.168.1.1,17,35984,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
155,2016-09-23 01:02:30.19645,192.168.1.166,89.30.121.150,6,47399,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
156,2016-09-23 01:04:33.358117,192.168.1.166,192.168.1.1,17,55977,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
157,2016-09-23 01:04:33.634536,192.168.1.166,89.30.121.150,6,47400,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
158,2016-09-23 01:12:31.355371,192.168.1.166,192.168.1.1,17,47658,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
159,2016-09-23 01:12:31.920158,192.168.1.166,89.30.121.150,6,44370,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
160,2016-09-23 01:18:04.995572,192.168.1.166,192.168.1.1,17,39195,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
161,2016-09-23 01:18:05.275204,192.168.1.166,89.30.121.150,6,48252,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
162,2016-09-23 01:18:05.566559,192.168.1.166,192.168.1.1,17,46634,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
163,2016-09-23 01:18:05.844825,192.168.1.166,89.30.121.150,6,48253,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
164,2016-09-23 01:18:06.200404,192.168.1.166,192.168.1.1,17,44288,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
165,2016-09-23 01:18:06.478793,192.168.1.166,89.30.121.150,6,48254,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
166,2016-09-23 01:22:33.065813,192.168.1.166,192.168.1.1,17,45887,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
167,2016-09-23 01:22:33.837368,192.168.1.166,89.30.121.150,6,51960,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
168,2016-09-23 01:23:55.866627,192.168.1.166,192.168.1.1,17,49826,53,egress,True,,egress ipv4 udp dst:192.168.1.1/32 dst-port:53
169,2016-09-23 01:23:56.142062,192.168.1.166,89.30.121.150,6,51961,80,egress,True,True,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
